0.23542,0.5252,0.84303,1.1611,1.4734,1.7764,2.0675,2.3442,2.6045,2.8464,3.0684,3.2696,3.4497,3.6088,3.7482,3.8696,3.9753,4.068,4.1501,4.2235,4.289,4.346,4.3919,4.4229,4.4335,4.4174,4.368,4.2792,4.1458,3.9643,3.7333,3.4535,3.1282,2.7632,2.3667,1.9494,1.5241,1.106,0.71342,0.37022,0.12079
0.21872,0.48792,0.78314,1.0785,1.3684,1.6495,1.9194,2.1759,2.417,2.6409,2.8464,3.0325,3.199,3.3461,3.475,3.5874,3.6854,3.7714,3.8479,3.9165,3.978,4.0318,4.0756,4.1057,4.1169,4.1035,4.0592,3.9783,3.8558,3.6885,3.4749,3.2156,2.9138,2.5746,2.2059,1.8174,1.4212,1.0316,0.66547,0.34537,0.11269
0.20295,0.45271,0.72657,1.0005,1.2692,1.5297,1.7797,2.0171,2.24,2.447,2.6368,2.8086,2.9622,3.098,3.2169,3.3206,3.4112,3.4908,3.5618,3.6256,3.6831,3.7335,3.7749,3.8038,3.8154,3.8042,3.7644,3.6906,3.5783,3.4243,3.2272,2.9874,2.7079,2.3934,2.0512,1.6904,1.3221,0.9598,0.61925,0.32141,0.10487
0.18806,0.41947,0.67318,0.92688,1.1756,1.4167,1.6478,1.8672,2.0731,2.2642,2.4392,2.5975,2.739,2.864,2.9735,3.0689,3.1523,3.2258,3.2913,3.3505,3.4039,3.451,3.4899,3.5173,3.5289,3.5195,3.4837,3.4166,3.3137,3.1721,2.9904,2.7691,2.5107,2.2197,1.9028,1.5684,1.227,0.89089,0.57486,0.29839,0.097368
0.17401,0.38813,0.62282,0.85745,1.0874,1.3101,1.5236,1.726,1.9159,2.0919,2.253,2.3987,2.5287,2.6436,2.7441,2.8317,2.9083,2.9758,3.0362,3.0908,3.1402,3.1839,3.2202,3.2461,3.2574,3.2495,3.2173,3.1561,3.0619,2.9319,2.7648,2.5609,2.3225,2.0539,1.7611,1.4519,1.136,0.82494,0.53236,0.27635,0.09018
0.16077,0.35859,0.57537,0.79202,1.0043,1.2097,1.4065,1.593,1.7678,1.9297,2.0778,2.2116,2.3309,2.4361,2.5282,2.6085,2.6786,2.7405,2.7958,2.846,2.8915,2.9319,2.9656,2.9898,3.0007,2.994,2.9649,2.9092,2.823,2.7039,2.5504,2.3629,2.1435,1.896,1.626,1.3408,1.0492,0.76202,0.49181,0.25532,0.083319
0.1483,0.33076,0.53067,0.73041,0.92599,1.1152,1.2964,1.4679,1.6286,1.7772,1.9131,2.0356,2.1449,2.2412,2.3253,2.3987,2.4627,2.5192,2.5698,2.6157,2.6575,2.6946,2.7257,2.7482,2.7585,2.7527,2.7265,2.6757,2.597,2.4879,2.3472,2.1751,1.9735,1.746,1.4977,1.2352,0.96674,0.70218,0.45323,0.2353,0.076789
0.13656,0.30456,0.48861,0.67242,0.85235,1.0263,1.1928,1.3503,1.4976,1.6339,1.7583,1.8704,1.9702,2.0581,2.1349,2.2017,2.26,2.3115,2.3575,2.3994,2.4376,2.4716,2.5001,2.5208,2.5305,2.5254,2.5017,2.4555,2.3837,2.2839,2.1552,1.9975,1.8127,1.604,1.3761,1.1351,0.8885,0.64542,0.41663,0.21631,0.070594
0.12552,0.27992,0.44904,0.61789,0.7831,0.94277,1.0954,1.2398,1.3747,1.4993,1.613,1.7154,1.8064,1.8864,1.9562,2.0169,2.0699,2.1166,2.1585,2.1965,2.2312,2.2622,2.2883,2.3073,2.3162,2.3117,2.2902,2.2482,2.1827,2.0917,1.9741,1.83,1.6609,1.4699,1.2612,1.0404,0.81453,0.59174,0.382,0.19835,0.064732
0.11514,0.25676,0.41185,0.56665,0.71804,0.86427,1.004,1.136,1.2593,1.3731,1.4768,1.57,1.6528,1.7255,1.7889,1.8439,1.8919,1.9341,1.972,2.0065,2.0379,2.066,2.0897,2.107,2.1152,2.1112,2.0917,2.0535,1.9939,1.911,1.8037,1.6723,1.518,1.3436,1.153,0.95125,0.74477,0.54111,0.34934,0.18139,0.0592
0.10538,0.235,0.37691,0.51852,0.65695,0.7906,0.91819,1.0387,1.1511,1.2547,1.3491,1.4338,1.509,1.5749,1.6322,1.682,1.7253,1.7634,1.7976,1.8287,1.857,1.8825,1.9039,1.9195,1.927,1.9234,1.9056,1.8709,1.8168,1.7414,1.6438,1.5242,1.3837,1.2249,1.0512,0.86735,0.67915,0.49346,0.31859,0.16543,0.053993
0.096229,0.21458,0.34413,0.47336,0.59964,0.72149,0.83775,0.94743,1.0497,1.1439,1.2295,1.3063,1.3744,1.434,1.4858,1.5306,1.5696,1.6039,1.6346,1.6625,1.6881,1.711,1.7302,1.7443,1.751,1.7477,1.7316,1.7001,1.651,1.5826,1.494,1.3854,1.2578,1.1135,0.95572,0.78864,0.61755,0.44873,0.28973,0.15045,0.049104
0.087643,0.19542,0.31338,0.43102,0.54592,0.65673,0.76239,0.862,0.95479,1.0402,1.1177,1.1872,1.2486,1.3024,1.349,1.3893,1.4243,1.455,1.4825,1.5076,1.5304,1.5509,1.5682,1.5808,1.5868,1.5837,1.5691,1.5406,1.4961,1.4341,1.354,1.2556,1.1401,1.0093,0.86636,0.71495,0.55988,0.40685,0.26269,0.13642,0.044524
0.079596,0.17747,0.28458,0.39136,0.49561,0.5961,0.69186,0.78206,0.86602,0.94319,1.0132,1.0758,1.1312,1.1795,1.2213,1.2575,1.2888,1.3163,1.3408,1.3631,1.3835,1.4018,1.4173,1.4285,1.4338,1.4309,1.4176,1.3918,1.3517,1.2957,1.2233,1.1345,1.0301,0.91207,0.7829,0.64611,0.506,0.3677,0.23743,0.1233,0.040243
0.072064,0.16067,0.25762,0.35424,0.44854,0.53939,0.6259,0.70734,0.78308,0.85262,0.91563,0.97195,1.0216,1.065,1.1024,1.1347,1.1626,1.187,1.2089,1.2287,1.2469,1.2631,1.2768,1.2868,1.2914,1.2887,1.2767,1.2534,1.2172,1.1668,1.1016,1.0217,0.92773,0.82143,0.70512,0.58194,0.45576,0.33121,0.21387,0.11106,0.03625
